,song_id,mbtag,song
3083,SOQFITU12AB01832C8,alternative rock art rock britannique british indie rock post-punk revival rock rock and indie uk united kingdom ,One More Chance-Bloc Party
3084,SOTLQAD12A8C1432B4,alternative rock art rock britannique british indie rock post-punk revival rock rock and indie uk united kingdom ,Zephyrus-Bloc Party
3085,SOGOHFY12A8C136F9C,american blues folk ,Waiting For You (I Forgive You Before I Go)-Mississippi John Hurt
3086,SOFGDDZ12AB0186E67,american blues folk ,Orgullo-Los Cisnes
3087,SOUQADA12AB0184E60,american blues folk ,Coffee Blues-Mississippi John Hurt
3088,SOHDAZP12AB0185D7F,american blues folk ,Monday Morning Blues-Mississippi John Hurt
3089,SOOUKOB12A8C13C30B,eurovision spanish ,Acordeón-Massiel
3090,SOUXWCM12A8AE47834,american electronic freestyle synthpop techno ,Hack 1/Charlie X-Information Society
3091,SOYXZAY12A8C1406D1,american electronic freestyle synthpop techno ,More to This-Information Society
3092,SOTRBNH12A8C1437CA,american electronic freestyle synthpop techno ,Empty-Information Society
3093,SOMORVY12A8C144093,american electronic freestyle synthpop techno ,Seek 300-Information Society
3094,SOTXLKT12A8C144768,american electronic freestyle synthpop techno ,Make It Funky (Album Version)-Information Society
3095,SOZLWMN12A6701D2E5,american electronic freestyle synthpop techno ,Lay All Your Love On Me (LP Version)-Information Society
3096,SORFWYL12A8AE47846,american electronic freestyle synthpop techno ,Slipping Away/Here Is Kazmeyer-Information Society
3097,SOHCTUT12A6D4FCD56,hip hop rnb and dance hall ,Getaway-KRS-One
3098,SOTQKLJ12AF72A9260,hip hop rnb and dance hall ,The Devils Crown-KRS-One
3099,SOQXUCZ12AB0187B3C,hip hop rnb and dance hall ,Freestyle Ministry (server Verbals)-KRS-One
3100,SOHPDWN12AAA15E9AF,rock and indie ,Pariah-Cursed
3101,SORCRQT12A8C142A5A,american idol ,I Did it for You-David Cook
3102,SOVYZIA12A8C136E0D,hip hop hip-hop soul and reggae ,Assassination-Dead Prez
3103,SOSYPCS12A8C136D12,hip hop hip-hop soul and reggae ,Be Healthy-Dead Prez
3104,SOFBBXV12A81C21835,jazz latin jazz ,Manuel's Mambo-Cal Tjader
3105,SODWIDL12A6D4FA5F2,jazz latin jazz ,Anyone Who Had A Heart-Cal Tjader
3106,SOASHZJ12A8C1426D8,jazz latin jazz ,Along Comes Mary-Cal Tjader
3107,SOODPJI12AB0181BD8,world ,C'est Moi-Rupa & the April Fishes
3108,SOEQGVM12A8C132AB5,ambient electronic ethnic electronica new age world ,Madazulu-Deep Forest
3109,SOAPTVO12A8C133113,ambient electronic ethnic electronica new age world ,Green And Blue-Deep Forest
3110,SODDXCD12A8C1339AB,ambient electronic ethnic electronica new age world ,Hunting-Deep Forest
3111,SOSQYCZ12AF72A1A14,british classic pop and rock scottish uk ,Teenage Superstars (Album)-Vaselines
3112,SOCOQSE12A8C13D17B,german ,No Love No Nothing-Marlene Dietrich
3113,SODTCPC12A6D4F812A,german ,Auf Der Mundharmonika-Marlene Dietrich
3114,SOBIETA12A8C1414AB,german ,Laziest Gal In Town-Marlene Dietrich
3115,SOBOUQL12AB0181364,german ,When Love Dies-Marlene Dietrich
3116,SOCINAM12A8C13D160,german ,A Guy What Takes His Time En Anglais-Marlene Dietrich
3117,SODNQJO12A6310F970,british classic pop and rock dance english new wave pop rock uk ,Dance Hall Days-Wang Chung
3118,SOQCUBJ12A8C13FEC6,production music ,The Sirius Deception (Album Version)-Nicholas Hooper
3119,SOHDPIN12AC960DAC9,production music ,"The Killing Of Dumbledore (""Harry Potter & The Half-Blood Prince"")-Nicholas Hooper"
3120,SOEPXYF12AB01821CA,production music ,"Of Love & War (""Harry Potter & The Half-Blood Prince"")-Nicholas Hooper"
3121,SOLFTJF12AB0183000,canadian ,Numba 1 (Tide Is High)-Kardinal Offishall / Keri Hilson
3122,SOXKUGL12A8C142BB9,production music ,Bridget-Rachel Portman
3123,SOQHAXR12A8C142BC7,production music ,The Letters-Rachel Portman
3124,SOHWJYQ12A8C13658B,german ndw ,S.O.S.-Spliff
3125,SOVQYSA12A8C139616,german ndw ,Heut' Nacht-Spliff
3126,SOMXWZX12A58A7B385,electronic european german rock and indie ,We Do It Too-Modeselektor
3127,SOIXCFZ12A8AE462F5,electronic european german rock and indie ,Tetrispack-Modeselektor
3128,SONEAJZ12B0CEB476A,alternative rock art punk dance-punk experimental rock noise rock rock rock and indie ,A Visit From Drum-Liars
3129,SOKFFSS12A8C1316E3,alternative rock art punk dance-punk experimental rock noise rock rock rock and indie ,The Kid's Last Night (heaven is in the mountain)-Abner Burnette
3130,SOXHWKH12AB0184221,alternative rock art punk dance-punk experimental rock noise rock rock rock and indie ,Cycle Time-Liars
3131,SORUEDG12A8C13CFEF,alternative rock art punk dance-punk experimental rock noise rock rock rock and indie ,Leather Prowler-Liars
3132,SOLUABP12AF72A2CD2,alternative rock american college rock rock rock and indie ,Alpha Beta Parking Lot-Cake
3133,SOCXBQG12AF72A7CBD,alternative rock american college rock rock rock and indie ,Arco Arena-Cake
3134,SOWABTJ12AB0182291,kansas punk usa wichita ,Song For Val-The Embarrassment
3135,SOFEYIV12A6D4FAC9A,european german jazz ,Summer Rain-James Last
3136,SOFKMDX12AB0184231,european german jazz ,Stuff Like That-James Last
3137,SOCEEIT12A6D4FA16A,european german jazz ,Games That Lovers Play-James Last
3138,SOWPLTX12A5891F918,swedish swiss ,At Night-Shakedown
3139,SOJARRO12AC90756C5,hiphop us wu-tang ,Hippa To Da Hoppa [Explicit Version]-Ol' Dirty Bastard
3140,SOYJVQR12AB01835DE,hiphop us wu-tang ,Destiny Ft: Lesk One-Ol' Dirty Bastard
3141,SORYSKI12AB0184790,german hip hop ,Gief Konjunkturpaket VI-Afrob feat. Sarah
3142,SOBVMXR12A58A7AE67,classical european italian opera production music ,Bellini: Norma: Vanne_ e li cela entrambi-Vincenzo Bellini
3143,SOZFLXY12A8C13A8E2,british dance and electronica english uk ,Pop A Cap In Yo' Ass-Ben Watt feat. Estelle
3144,SOZOOYV12A6D4F445F,adult contemporary american gospel pop rnb soul ,Love Thing-Bebe Winans
3145,SOXVCSA12A8C137504,adult contemporary american gospel pop rnb soul ,Everyday-Bebe Winans / Stephanie Mills
3146,SOLMCUV12A6BD54773,hip hop rnb and dance hall ,Loud And Clear-Elephant Man
3147,SOINKBE12AB018770B,hip hop rnb and dance hall ,informa-Elephant Man
3148,SOWBVJL12A8AE4720C,hip hop rnb and dance hall ,Bruk Out and Wine-Elephant Man
3149,SONUXDT12A6D4FD8B7,hip hop rnb and dance hall ,Head Gone/Wine Up Uh Self (Album Version)-Elephant Man
3150,SOFFRFP12A6D4FA748,chanson chanson française chanteur france francophone français french lyricist parolier singer ,J'veux Du Cuir (Live)-Alain Souchon
3151,SOHKXRA12AB017CB5C,chanson chanson française chanteur france francophone français french lyricist parolier singer ,Le Bagad De Lann Bihoue-Alain Souchon
3152,SOCAKKR12AB01866C9,american ,Future Prospects-Nic Endo
3153,SOKLRFB12A8C141932,bossa nova rock and indie ,Mas Que Nada-Sergio Mendes / Black Eyed Peas
3154,SOAYQTY12A6701D156,bossa nova rock and indie ,O Morro (Live At El Matador_ San Francisco)-Sergio Mendes
3155,SOHUMGO12A58A7C8F5,bossa nova rock and indie ,Don't Go Breaking My Heart (LP Version)-Sergio Mendes
3156,SOILNCG12A6D4F9D6C,bossa nova rock and indie ,Tem Do de Mim (Live At El Matador_ San Francisco)-Sergio Mendes
3157,SOKWISB12A6D4F8861,bossa nova rock and indie ,Puzzle of Hearts-Sergio Mendes
3158,SOKECVO12A6D4F9F14,german ndw neue deutsche welle ,Raketen-Hubert Kah
3159,SOYBNLW12A6D4FC930,american ,Have Thine Own Way Lord-Marty Robbins
3160,SOZMQND12A58A7DBE1,american ,A Castle In The Sky-Marty Robbins
3161,SONIRES12AB01872D2,american ,DEU470956112-Marty Robbins
3162,SOJQTNZ12AB018115B,hip-hop turntablism ,Play That Beat-X-ecutioners
3163,SODCBAD12A8C130BA2,hip-hop turntablism ,The Drama (intro)-X-Ecutioners featuring Big Pun
3164,SOVLJVC12AB01809F8,hip-hop turntablism ,Let It Bang-X-ecutioners featuring M.O.P.
3165,SONVGOV12AB018114E,hip-hop turntablism ,Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie)-X-ecutioners featuring Tom Tom Club & Biz Markie
3166,SOLQAPL12AAF3B3010,latin pop ,Una na na-OV7
3167,SOBRVEP12AC468E74B,latin pop ,Volvere-OV7
3168,SOAVWUZ12A8C142B45,classic pop and rock reggae ,Take Your Time feat. Yannick Noah-Jimmy Cliff
3169,SOWQAJL12A8C1418C9,classic pop and rock reggae ,Let's Seize The Time-Jimmy Cliff
3170,SOEOMWI12A67ADB831,classic pop and rock reggae ,Million Teardrops-Jimmy Cliff
3171,SOPFURM12A67020D2A,alternative rock european indie pop rock rock and indie swedish ,Iron Man-The Cardigans
3172,SOZQDRV12A8C133FB1,alternative rock european indie pop rock rock and indie swedish ,Rise & Shine-The Cardigans
3173,SOJCBAM12A6701FD04,alternative rock european indie pop rock rock and indie swedish ,Paralyzed-The Cardigans
3174,SONRIJJ12A6701FD0A,alternative rock european indie pop rock rock and indie swedish ,Marvel Hill-The Cardigans
3175,SOSKWGF12A8C141C39,alternative rock european indie pop rock rock and indie swedish ,Explode-The Cardigans
3176,SOXKMLO12AB017FFDB,hip hop rnb and dance hall hip-hop hiphop rap rapper united states us ,Honey-R. Kelly & Jay Z
3177,SOVCBOE12AB0183962,hip hop rnb and dance hall hip-hop hiphop rap rapper united states us ,Change Clothes-Jay-Z
3178,SOHASWL12AB018352B,blues ,She's Little And She's Low-Robert Lockwood_ Jr.
3179,SOJTITX12AB0183525,blues ,Feel Like Blowing My Horn-Robert Lockwood_ Jr.
3180,SOLKVUE12AB018352E,blues ,Big Legged Woman-Robert Lockwood_ Jr.
3181,SOYWVRO12AB018353B,blues ,Kindhearted Woman Blues-Robert Lockwood_ Jr.
3182,SOGYDBB12A6D4F7D81,american américain art rock classic pop and rock experimental rock protopunk rock usa ,I Heard Her Call My Name-The Velvet Underground
3183,SOUZIIN12AB017FB85,american américain art rock classic pop and rock experimental rock protopunk rock usa ,Stephanie Says-The Velvet Underground
3184,SOHTWEG12AB018D11C,rock and indie ,Sabotage-Cancer Bats
3185,SOTLJGY12AB0188E32,rock and indie ,Dead Wrong-Cancer Bats
3186,SOCYIJP12AB018135F,rock and indie ,Engine Skull-Cancer Bats
3187,SOOWKSP12AB018043B,canadian classic pop and rock eurovision french pop ,The Reason I Go On-Céline Dion
3188,SOYYANE12A8C132D08,canadian classic pop and rock eurovision french pop ,Un Garcon Pas Comme Les Autres (Ziggy)-Céline Dion
3189,SOOTADG12AF729F5CF,canadian classic pop and rock eurovision french pop ,"Because You Loved Me (Theme from ""Up Close and Personal"")-Céline Dion"
3190,SOLUGTX12A6D4FAC08,alternative rock american américain athens college rock georgia jangle pop pop rock rock rock and indie usa ,So. Central Rain (2006 Digital Remaster)-R.E.M.
3191,SOBUHSM12AB0181ED6,alternative rock american américain athens college rock georgia jangle pop pop rock rock rock and indie usa ,There She Goes Again-R.E.M.
3192,SOZDJWF12A6D4F9682,alternative rock american américain athens college rock georgia jangle pop pop rock rock rock and indie usa ,Final Straw (Album Version)-R.E.M.
3193,SOAPQSY12A6310E055,alternative rock american américain athens college rock georgia jangle pop pop rock rock rock and indie usa ,Stumble-R.E.M.
3194,SOHWCYA12AB01806FA,british electronic house rock and indie techno trance uk ,Destination Eschaton (Hardfloor Vocal Mix)-Shamen
3195,SOWCQMB12A8C141825,british electronic house rock and indie techno trance uk ,Scientas-Shamen
3196,SOARKRH12AB0188703,british electronic house rock and indie techno trance uk ,Heal (The Separation) [H.E.L.P Breakbeat]-The Shamen
3197,SOLGWJT12A8C14181B,british electronic house rock and indie techno trance uk ,Phorever People-Shamen
3198,SOIVZJD12AB0182EDD,british electronic house rock and indie techno trance uk ,Heal (The Separation) [PM Dawn Alt. Lead Mix]-The Shamen
3199,SOKJUOW12AB0181545,british electronic house rock and indie techno trance uk ,Transamazonia (Deep Dish No Doze Mix)-Shamen
3200,SOBUIHY12A6D4F5D1B,00s 70s 80s 90s british classic pop and rock electronic male vocalists new wave pop rock scottish soft rock uk ,Careful In Career-Simple Minds
3201,SOCFQLH12AF72A942D,00s 70s 80s 90s british classic pop and rock electronic male vocalists new wave pop rock scottish soft rock uk ,Chelsea Girl (Live)-Simple Minds
3202,SOOFAMF12A6D4F5D2F,00s 70s 80s 90s british classic pop and rock electronic male vocalists new wave pop rock scottish soft rock uk ,See The Lights (2002 Digital Remaster)-Simple Minds
3203,SOHQASI12A58A78CDC,00s 70s 80s 90s british classic pop and rock electronic male vocalists new wave pop rock scottish soft rock uk ,Hunter And The Hunted (Live)-Simple Minds
3204,SOQTLMB12A58A7DBFF,00s 70s 80s 90s british classic pop and rock electronic male vocalists new wave pop rock scottish soft rock uk ,Sanctify Yourself (Extended Remix)-Simple Minds
3205,SOZZIKV12AB017F17B,british english progressive rock uk ,Living Underground-Atomic Rooster
3206,SONPYCF12AB01837AF,british english progressive rock uk ,The Rock-Atomic Rooster
3207,SOONBLX12AC468AA6B,british english progressive rock uk ,Close Your Eyes-Atomic Rooster
3208,SOFUUNS12AB018A286,british english progressive rock uk ,Little Bit of Inner Air-Atomic Rooster
3209,SOGHIGJ12AC468AA66,british english progressive rock uk ,Stand By Me-Atomic Rooster
3210,SOKIBDZ12AB0183317,british english progressive rock uk ,Take It For Granted-Atomic Rooster
3211,SODXTMM12AF729F8F1,american classic pop and rock hard rock heavy metal metal rock ,Mama Kin-Guns N' Roses
3212,SODTTUB12AB0184F48,american classic pop and rock hard rock heavy metal metal rock ,Catcher In The Rye-Guns N' Roses
3213,SOLCYFR12A6701D233,american classic pop and rock hard rock heavy metal metal rock ,You're Crazy-Guns N' Roses
3214,SOIHJSD12A6701EB04,american classic pop and rock hard rock heavy metal metal rock ,Locomotive (Complicity)-Guns N' Roses
3215,SOSBXWX12A6701D235,american classic pop and rock hard rock heavy metal metal rock ,Patience-Guns N' Roses
3216,SOSKFIT12A8C14224A,american classic pop and rock hard rock heavy metal metal rock ,Sweet Child O' Mine-Guns N' Roses
3217,SOHCZJH12A8C13A73C,alternative dance alternative rock british dance-punk electronic electronica english rock techno uk ,Ready To Go-Republica;Jonny Male;Dave Arch
3218,SOFZXEV12A8C13A407,alternative dance alternative rock british dance-punk electronic electronica english rock techno uk ,Pub Pusher-Republica
3219,SOCDAIR12A8C131F89,alternative rock american classic pop and rock pop rock rock united states ,The Dynamo Of Volition [From An All Night Session]-Jason Mraz
3220,SOYDYJV12A8C13B5CC,alternative rock american classic pop and rock pop rock rock united states ,No Stopping Us [Eagles Ballroom Live Version]-Jason Mraz
3221,SOSPCBI12A58A7BF1E,alternative rock american classic pop and rock pop rock rock united states ,Did You Get My Message?  (Live From Shubas)-Jason Mraz
3222,SOSAZTX12A67ADBEE0,alternative rock american classic pop and rock pop rock rock united states ,Song For A Friend (Live From Montalvo)-Jason Mraz
3223,SOXPJDT12A8C131F4D,alternative rock american classic pop and rock pop rock rock united states ,Coyotes (Album Version)-Jason Mraz
3224,SOLMLUW12AB017D7E0,american mezzo-soprano opera ,Mon coeur s'ouvre à ta voix-Marilyn Horne / Wiener Opernorchester / Henry Lewis
3225,SONGUIH12A6D4F9274,american mezzo-soprano opera ,"Agrippina : Act 3 ""Bel piacere è godere fido amor!"" [Poppea]-Marilyn Horne"
3226,SOQJJVP12AB01868CB,american mezzo-soprano opera ,"Rinaldo : Act 3 ""Or la tromba in suon festante"" [Rinaldo]-Marilyn Horne"
3227,SOSIZPX12A8AE46AD3,american mezzo-soprano opera ,Nana-Marilyn Horne
3228,SOEWQUV12A8AE46AA4,american mezzo-soprano opera ,Mighty Lak' a Rose-Marilyn Horne
3229,SOPZACG12A6D4F9271,american mezzo-soprano opera ,"Rinaldo : Act 1 ""Cor ingrato_ ti rammembri"" [Rinaldo]-Marilyn Horne"
3230,SOEQJUL12A6701D4CE,classic pop and rock ,Down At The Old Corral (Album Version)-Randy Travis
3231,SOJENAR12A67021592,classic pop and rock ,On The Other Hand (Remastered Album Version)-Randy Travis
3232,SOZUUEA12A6701D4D2,classic pop and rock ,Wind In The Wire (Album Version)-Randy Travis
3233,SOFVEWB12AC4689917,classic pop and rock ,I Am Going (Album Version)-Randy Travis
3234,SOCQWMC12A8C1429D1,classic pop and rock ,On The Other Hand (Album Version)-Randy Travis
3235,SOJTZQO12AC960DB2A,classic pop and rock ,Don't Take Your Love Away From Me (Album Version)-Randy Travis
3236,SOODZJJ12A8C142894,zouk ,Ma Garçonniére-Francky Vincent
3237,SOELWIL12A8C14373B,zouk ,L'antillais Donne-Francky Vincent
3238,SOPPJYP12AB0185DA2,chinese mandarin taiwanese ,Nu Sheng Wo Zui Da (OT:That Thrill)-Rainie Yang
3239,SOZAXOL12AB017E467,chinese ,Ying Guang Hu Die-Michelle & Vickie
3240,SOXDYYS12AB0180A12,chinese ,Ai De Ka Luo Li-Michelle & Vickie
3241,SOFAWJJ12AB0180A39,chinese ,Party For Pink-Michelle & Vickie
3242,SOSVWIE12A8C143BD4,steal your goals ,the fallen...-Set Your Goals
3243,SOQYKUT12A8C143BC7,steal your goals ,summer jam-Set Your Goals
3244,SOVSKKV12AB018AB65,steal your goals ,We Do It For the Money_ OBVIOUSLY! (Demo)-Set Your Goals
3245,SOKPTHW12AB018AB51,steal your goals ,This Very Moment-Set Your Goals
3246,SODKRQH12A6D227229,sludge metal ,Left To Starve-Eyehategod
3247,SOZIMLB12AF72AD1CD,alternative rock canada pop and chart pop rock post-grunge punk rock ,Innocence-Avril Lavigne
3248,SOISAFU12CF5F882E5,alternative rock canada pop and chart pop rock post-grunge punk rock ,How Does It Feel-Avril Lavigne
3249,SOEFXUF12AB018418B,alternative rock canada pop and chart pop rock post-grunge punk rock ,Unwanted-Avril Lavigne
3250,SOUXSFR12AB018D1A4,spanish ,Broadway Star-Barrabas
3251,SOQCDQE12A6D4F7682,ambient britannique british classic pop and rock electronic electronica experimental rock rock uk united kingdom ,You Need Hands (1993 Digital Remaster)-Malcolm McLaren
3252,SOXZMDS12A8C1354C7,ambient britannique british classic pop and rock electronic electronica experimental rock rock uk united kingdom ,Baby's On Fire-Eno
3253,SOWMQTJ12AB0184323,alternative rock australian post-grunge rock ,Master Of The Universe-Sick Puppies
3254,SOHCYND12AF72A3CD9,alternative rock australian post-grunge rock ,Deliverance-Sick Puppies
3255,SOIHKKW12AB0186CB7,jimmy tamborello rock and indie ,A Machine and a Memory Keeps You Alive-Dntel
3256,SOPEEDH12A58A7C407,jimmy tamborello rock and indie ,Termites in the Bathtub-Dntel
3257,SOVMXIC12A8C13CC28,composer european film composer german german composer soundtrack ,After The Fire-Klaus Badelt
3258,SOABYBF12A8C138A09,composer european film composer german german composer soundtrack ,Severe Severing-Klaus Badelt
3259,SOAESFB12A8C13573F,composer european film composer german german composer soundtrack ,Time Travel-Klaus Badelt
3260,SOEKFRD12A8C13CC0A,composer european film composer german german composer soundtrack ,Dieter's Theme-Klaus Badelt
3261,SOUACBM12A6D4F9664,composer european film composer german german composer soundtrack ,Moonlight Serenade-Klaus Badelt
3262,SOFYIQI12A6D4F8D85,british english french ,Tel Que Tu Es-Charlotte Gainsbourg
3263,SOSYGHA12AB0186AEC,british english french ,Le Chat du Café des Artistes-Charlotte Gainsbourg
3264,SOFRBZI12AB0186AE8,british english french ,IRM-Charlotte Gainsbourg
3265,SOIEXWD12A8C14314E,american easy listening soundtracks and musicals popular rock soft rock ,Come Monday-Barry Manilow
3266,SOFPLUG12A8C136CA4,american easy listening soundtracks and musicals popular rock soft rock ,Don't Sit Under The Apple Tree-Barry Manilow Featuring The Glenn Miller Orchestra with Debra Byrd
3267,SOUXUOP12A8C14318F,american easy listening soundtracks and musicals popular rock soft rock ,Say Goodbye-Barry Manilow
